onset	duration	trial_type	descriptor
12.5092092501	3.9772339741000025	CSplus	condit
35.99160106240001	3.9932606259999943	CSplus	condit
59.4900527299	3.9932253093000014	CSminus	condit
82.9856673222	3.9960249559999994	CSplus	condit
106.48379540820001	3.9963147299999946	CSplus	condit
129.98209856620002	3.996447544000006	CSminus	condit
153.48096225720002	3.995986017000007	CSplus	condit
176.9791274702	3.996232023999994	CSplus	condit
200.47752540919998	3.996256775000006	CSminus	condit
223.9760223532	3.9961746730000414	CSplus	condit
247.47473421520004	3.9958873119999794	CSplus	condit
270.9727119802	3.9963310300000217	CSminus	condit
294.4710733952	3.9963968330000057	CSplus	condit
317.9699524802	3.995940438000048	CSplus	condit
341.4679706932	3.9963210689999755	CSminus	condit
364.9667851822	3.9959344009999995	CSplus	condit
388.4645806312	3.996556209000005	CSplus	condit
411.9633202622	3.9962501350000252	CSminus	condit
435.46206381720003	3.9959132719999957	CSplus	condit
458.9602447272	3.996135432000017	CSplus	condit
482.4588844462	3.9959507010000834	CSminus	condit
505.95748069920006	3.995742425000003	CSplus	condit
529.4554385422	3.996183426000016	CSplus	condit
552.9541141812	3.9959591529999443	CSminus	condit
576.4527563152	3.9957303520000096	CSplus	condit
599.9507395142	3.9961659189999637	CSplus	condit
623.4493768182	3.995939532999955	CSminus	condit
646.9473080992	3.996437883999988	CSplus	condit
670.4464057222	3.995754197999986	CSplus	condit
693.9445727471999	3.9960189180000043	CSminus	condit
717.4421843701999	3.996815497000057	CSplus	condit
740.9415744841999	3.9958450540000285	CSplus	condit
764.4393998162	3.9964372809999986	CSminus	condit
787.9381663122	3.996087740000007	CSplus	condit
811.4368331971999	3.995855921000043	CSplus	condit
834.9345021711999	3.9965987699999914	CSminus	condit
