onset	duration	trial_type	descriptor
0.0	3.9899175609999986	CSplus	target
23.49155505599998	3.9962939800000186	CSminus	target
46.98979501299999	3.9959824789999914	CSplus	target
70.491523664	3.9922471799999926	CSplus	condit
93.98560846000001	3.996032282999977	CSminus	condit
117.48371379599999	3.995883776000028	CSplus	condit
140.989664315	3.987856280000017	CSplus	target
164.479472911	3.9959643679999886	CSminus	target
187.977075981	3.9963093739999636	CSplus	target
211.479369681	3.9919703909999953	CSplus	condit
234.972564344	3.9966875819999927	CSplus	condit
258.47091930299996	3.996251722000011	CSminus	condit
281.972937723	3.9921620599999983	CSplus	target
305.46664521599996	3.996382722000021	CSminus	target
328.96498598899996	3.995979460000001	CSplus	target
352.466864655	3.9920358910000004	CSplus	condit
375.96055886700003	3.996261079999954	CSminus	condit
399.45888153	3.9959018860000697	CSplus	condit
422.960373536	3.9923147929999914	CSplus	target
446.45464004100006	3.9959821769999735	CSminus	target
469.952673539	3.9958789460000617	CSplus	target
493.45417248800004	3.9923072459999958	CSminus	condit
516.9486291530001	3.9958095229999344	CSplus	condit
540.446225885	3.996149699000057	CSplus	condit
563.947622207	3.992650743000013	CSplus	target
587.442056235	3.996148491999975	CSminus	target
610.939978352	3.9961460770000485	CSplus	target
634.442380715	3.9916851499999666	CSminus	condit
657.935400008	3.9966145360000382	CSplus	condit
681.433596198	3.996350725999946	CSplus	condit
704.935278667	3.9925761880000437	CSplus	target
728.429434094	3.9963534429999754	CSminus	target
751.9269577800001	3.996746440999914	CSplus	target
775.429717524	3.9919706929999847	CSplus	condit
798.923276813	3.9963314079999464	CSplus	condit
822.421412031	3.9960875199999464	CSminus	condit
845.9221983260001	3.9932212300000174	CSplus	target
869.417313916	3.996048890000111	CSminus	target
892.915349226	3.995939010000029	CSplus	target
