onset	duration	trial_type	descriptor
18.730193432999997	3.9752364146999994	CSplus	condit
42.2073606165	3.9964215954999958	CSplus	condit
65.7058466994	3.9962718789000036	CSminus	condit
89.2073705773	3.993136586999995	CSplus	condit
112.70511019130001	3.993705871000003	CSplus	condit
136.2039364563	3.993220500999996	CSminus	condit
159.6992108793	3.9963062899999784	CSplus	condit
183.1969900353	3.9968683300000123	CSplus	condit
206.6960888683	3.9961203519999913	CSminus	condit
230.1943401143	3.9962287150000293	CSplus	condit
253.6928159343	3.9960874500000045	CSplus	condit
277.1909908123	3.9962718790000054	CSminus	condit
300.6891113573	3.99650339599998	CSplus	condit
324.1879481873	3.9959996119999914	CSplus	condit
347.6859528233	3.996351265000044	CSminus	condit
371.18475524229996	3.9958987950000164	CSplus	condit
394.6830405963	3.996097410999994	CSplus	condit
418.1811575193	3.9961918899999773	CSminus	condit
441.67879027929996	3.996907570000019	CSplus	condit
465.17758485030004	3.9964590239999893	CSplus	condit
488.67638032729997	3.9960485110000263	CSminus	condit
512.1750082783	3.9957523990000254	CSplus	condit
535.6728550473	3.996243505999928	CSplus	condit
559.1714983933	3.9959655029999794	CSminus	condit
582.6694100592999	3.996383562999995	CSplus	condit
606.1679230072999	3.9962570880001067	CSplus	condit
629.6664724783	3.9960406630000307	CSminus	condit
653.1647191953	3.9961384629999657	CSplus	condit
676.6626888173	3.9965112439999757	CSplus	condit
700.1613131463	3.996244410999907	CSminus	condit
723.6598617113	3.996010479000006	CSplus	condit
747.1582560323	3.995984519999979	CSplus	condit
770.6562316912999	3.9963754130000098	CSminus	condit
794.1550452783	3.9958873250000124	CSplus	condit
817.6528739373	3.9964080119999608	CSplus	condit
841.1508698192999	3.996757854000066	CSminus	condit
